Название монеты,Тикер,Ссылка,Цена 
ElementX,FIRE,https://coinmarketcap.com/currencies/elementx/,0.01
TasteNFT,TASTE,https://coinmarketcap.com/currencies/tastenft/,0.00
GOGO.finance,GOGO,https://coinmarketcap.com/currencies/gogo-finance/,9.51
NFTY DeFi Protocol,NFTY,https://coinmarketcap.com/currencies/nifty-defi-protocol/,0.31
DarkMatter,DMT,https://coinmarketcap.com/currencies/darkmatter-token/,0.21
DePocket,DEPO,https://coinmarketcap.com/currencies/depocket/,0.10
DAppNode,NODE,https://coinmarketcap.com/currencies/dappnode/,0.23
APEcoin.dev,APE,https://coinmarketcap.com/currencies/apecoin/,0.03
Neco Fun,NECO,https://coinmarketcap.com/currencies/neco-fun/,0.26
IDLE Token,IDLE,https://coinmarketcap.com/currencies/idle-token/,0.00
Candylad,CANDYLAD,https://coinmarketcap.com/currencies/candylad/,0.00
JPEG,JPEG,https://coinmarketcap.com/currencies/jpegvault/,0.00
Electric Vehicle Direct Currency,EVDC,https://coinmarketcap.com/currencies/electric-vehicle-direct-currency/,0.00
CoinxPad,CXPAD,https://coinmarketcap.com/currencies/coinxpad/,0.00003031
Smartchem,SMAC,https://coinmarketcap.com/currencies/smartchem/,0.009659
Cronosphere,SPHERE,https://coinmarketcap.com/currencies/cronosphere/,0.879
MetaNFT,MNFT,https://coinmarketcap.com/currencies/metanft/,0.001582
NanoMeter Bitcoin,NMBTC,https://coinmarketcap.com/currencies/nanometer-bitcoin/,0.0000001457
BitValley,BITV,https://coinmarketcap.com/currencies/bitvalley/,0.0001308
Buzzshow,GLDY,https://coinmarketcap.com/currencies/buzzshow/,0.01035
ARK Innovation ETF tokenized stock FTX,ARKK,https://coinmarketcap.com/currencies/ark-innovation-etf-tokenized-stock-ftx/,52.43
FanVerse,FANV,https://coinmarketcap.com/currencies/fanverse/,0.01656
Kabosu,KABOSU,https://coinmarketcap.com/currencies/kabosu/,0.000000004546
CouponBay,CUP,https://coinmarketcap.com/currencies/couponbay/,0.02
StakHolders,SH,https://coinmarketcap.com/currencies/stakholders/,0.00
Two Monkey Juice Bar,TMON,https://coinmarketcap.com/currencies/two-monkey-juice-bar/,0.01
Human Asset Token,HATOK,https://coinmarketcap.com/currencies/hatoken/,0.00
Shar Pei,SHARPEI,https://coinmarketcap.com/currencies/shar-pei/,0.00
BurningMoon,BM,https://coinmarketcap.com/currencies/burningmoon/,0.00
xMARK,XMARK,https://coinmarketcap.com/currencies/xmark/,0.02
Dog Collar,COLLAR,https://coinmarketcap.com/currencies/dog-collar/,0.00
RastaFinance Token,RASTA,https://coinmarketcap.com/currencies/rasta-finance/,0.03
Plunge,PLG,https://coinmarketcap.com/currencies/plunge/,0.00
Hero Cat Key,HCK,https://coinmarketcap.com/currencies/herocatkey/,2.63
WonderHero,HON,https://coinmarketcap.com/currencies/wonderhero-hon/,0.00
Health Potion,HEP,https://coinmarketcap.com/currencies/health-potion/,0.00
HornHub finance,HHUB,https://coinmarketcap.com/currencies/hornhub-finance/,0.00
Dukecoin,DKC,https://coinmarketcap.com/currencies/dukecoin/,0.00
Oogear,OG,https://coinmarketcap.com/currencies/oogear/,0.00
Medicalveda,MVEDA,https://coinmarketcap.com/currencies/medicalveda/,0.00
FoxGirl,FOXGIRL,https://coinmarketcap.com/currencies/foxgirl/,0.00
MetaCash,META,https://coinmarketcap.com/currencies/metacash/,0.00
WingSwap,WIS,https://coinmarketcap.com/currencies/wingswap/,0.00
Probably Nothing,PN,https://coinmarketcap.com/currencies/probably-nothing/,0.00
Urubit,URUB,https://coinmarketcap.com/currencies/urubit/,0.02
4INT,4INT,https://coinmarketcap.com/currencies/4int/,0.01
Mobius Money,MOBI,https://coinmarketcap.com/currencies/mobius-money/,0.01
Otium Tech,OTIUM,https://coinmarketcap.com/currencies/otium-tech/,0.00
Bee Inu,BEEINU,https://coinmarketcap.com/currencies/bee-inu/,0.00
bePAY Finance,BECOIN,https://coinmarketcap.com/currencies/bepay/,0.01
PolyGod,GULL,https://coinmarketcap.com/currencies/polygod/,0.05
TETU,TETU,https://coinmarketcap.com/currencies/tetu/,0.03
BladeWarrior,BLADE,https://coinmarketcap.com/currencies/bladewarrior/,0.06
Cirrus,CIRRUS,https://coinmarketcap.com/currencies/cirrus/,1.09
SYA x Flooz,SYA,https://coinmarketcap.com/currencies/save-your-assets/,0.00
MetaPlanet,MPL,https://coinmarketcap.com/currencies/metaplanet/,0.00
CryptoDrop,CDROP,https://coinmarketcap.com/currencies/cryptodrop/,0.00
CanYaCoin,CAN,https://coinmarketcap.com/currencies/canyacoin/,0.02
The Nature Token,NATURE,https://coinmarketcap.com/currencies/the-nature-token/,0.87
Parma Token,PARMA,https://coinmarketcap.com/currencies/parma-token/,0.00
DogeMoon,DGMOON,https://coinmarketcap.com/currencies/dogemoon/,0.00
Monster of God,MONX,https://coinmarketcap.com/currencies/monster-of-god/,0.00
Exchange Genesis Ethlas Medium,XGEM,https://coinmarketcap.com/currencies/exchange-genesis-ethlas-medium/,0.01
Forge Finance,FORGE,https://coinmarketcap.com/currencies/forge-finance/,0.04
ALTER,ALTER,https://coinmarketcap.com/currencies/alter/,0.56
Orclands Metaverse,ORC,https://coinmarketcap.com/currencies/orclands-metaverse/,0.01
IDM Token,IDM,https://coinmarketcap.com/currencies/idm-token/,0.00
Cerby Token,CERBY,https://coinmarketcap.com/currencies/cerby-token/,0.00
SCROOGE,SCROOGE,https://coinmarketcap.com/currencies/scrooge/,0.00
Pay It Now,PIN,https://coinmarketcap.com/currencies/pay-it-now/,0.03
PeeCoin Charts,PEECOIN,https://coinmarketcap.com/currencies/peecoin-charts/,0.00
HAYFEVER,HAY,https://coinmarketcap.com/currencies/hayfever/,0.00
CAT,CAT,https://coinmarketcap.com/currencies/cat/,18.78
Krypto Kitty,KTY,https://coinmarketcap.com/currencies/krypto-kitty/,0.00
Thought,THT,https://coinmarketcap.com/currencies/thought/,0.05
Metapay,MPAY,https://coinmarketcap.com/currencies/metapay/,0.01
RoboHero,ROBO,https://coinmarketcap.com/currencies/robohero/,0.01
MetaGold Rewards,METAGOLD,https://coinmarketcap.com/currencies/metagold-rewards/,0.00
Dexalot,ALOT,https://coinmarketcap.com/currencies/dexalot/,1.73
OBORTECH,OBOT,https://coinmarketcap.com/currencies/obortech/,0.01
MegaCryptoPolis,MEGA,https://coinmarketcap.com/currencies/megacryptopolis/,4.19
Safle,SAFLE,https://coinmarketcap.com/currencies/safle/,0.03
Crypto Volatility Token,CVOL,https://coinmarketcap.com/currencies/crypto-volatility-token/,61.72
MonoX Protocol,MONO,https://coinmarketcap.com/currencies/monox-protocol-token/,0.69
DigiCol,DGCL,https://coinmarketcap.com/currencies/digicol/,0.00
Nuketoken,NUKE,https://coinmarketcap.com/currencies/nuketoken/,0.00
BitcoMine Token,BME,https://coinmarketcap.com/currencies/bitcomine-token/,0.00
Aidi Finance (BSC),AIDI,https://coinmarketcap.com/currencies/aidi-finance-bsc/,0.00
DefiBay,DBAY,https://coinmarketcap.com/currencies/defibay/,0.01
Panda Coin,PANDA,https://coinmarketcap.com/currencies/panda-coin/,0.00
BNB Shinobi,CHAKRA,https://coinmarketcap.com/currencies/bnb-shinobi/,0.00
AetherV2,ATH,https://coinmarketcap.com/currencies/aetherv2/,0.00
Decentralized Nations,DENA,https://coinmarketcap.com/currencies/decentralized-nations/,1.31
xFund,XFUND,https://coinmarketcap.com/currencies/xfund/,635.66
BlueBit,BBT,https://coinmarketcap.com/currencies/bluebit/,0.21
3X Long Sushi Token,SUSHIBULL,https://coinmarketcap.com/currencies/3x-long-sushi-token/,0.00
Alnassr FC fan token,NASSR,https://coinmarketcap.com/currencies/alnassr-fc-fan-token/,0.04
Bananatok,BNA,https://coinmarketcap.com/currencies/bananatok/,0.00
Ainu Token,AINU,https://coinmarketcap.com/currencies/ainu-token/,0.00
Delish Finance,DELISH,https://coinmarketcap.com/currencies/delish-finance/,0.00
Trodl,TRO,https://coinmarketcap.com/currencies/trodl/,0.00
ProjectOasis,OASIS,https://coinmarketcap.com/currencies/projectoasis/,0.29
Nacho,NACHO,https://coinmarketcap.com/currencies/nacho-finance/,1.29
Attrace,ATTR,https://coinmarketcap.com/currencies/attrace/,0.01
EnreachDAO,NRCH,https://coinmarketcap.com/currencies/enreachdao/,6.98
Small Fish Cookie,SFC,https://coinmarketcap.com/currencies/small-fish-cookie/,0.01
MetaDoge V2,METADOGEV2,https://coinmarketcap.com/currencies/metadoge/,0.00
Candle,CNDL,https://coinmarketcap.com/currencies/candle/,0.00
UangMarket,UANG,https://coinmarketcap.com/currencies/uangmarket/,0.00
Ascend Node Club,ASND,https://coinmarketcap.com/currencies/ascend-node-club/,0.06
Kori Inu,KORI,https://coinmarketcap.com/currencies/kori-inu/,0.00
Crypto Realms War,YNY,https://coinmarketcap.com/currencies/crypto-realms-war/,0.01
BLACK SHIBA INU,SHIBB,https://coinmarketcap.com/currencies/black-shiba-inu/,0.00
Piratera,PIRA,https://coinmarketcap.com/currencies/piratera/,0.004726
Dogggo,DOGGGO,https://coinmarketcap.com/currencies/dogggo/,0.000000006261
CryptoPlants Club,CPC,https://coinmarketcap.com/currencies/cryptoplants/,0.1991
Peakmines PEAK,PEAK,https://coinmarketcap.com/currencies/peakmines-peak/,0.1009
Ponyo Impact,PONYO,https://coinmarketcap.com/currencies/ponyo-inu/,0.0007888
Wrapped Monero,WXMR,https://coinmarketcap.com/currencies/wrapped-monero/,254.70
The Monopolist,MONO,https://coinmarketcap.com/currencies/the-monopolist/,0.0005487
Seismic,SCB,https://coinmarketcap.com/currencies/seismic/,0.03617
MobiFi,MoFi,https://coinmarketcap.com/currencies/mobi-finance/,0.01466
Goblin,GOBLIN,https://coinmarketcap.com/currencies/goblin/,0.000000002245
Bounty,BNTY,https://coinmarketcap.com/currencies/bounty/,0.00
FoodChain Global,FOOD,https://coinmarketcap.com/currencies/foodchain-global/,0.09
Chaincorn,CORNX,https://coinmarketcap.com/currencies/chaincorn/,0.00
Inari,INARI,https://coinmarketcap.com/currencies/inari/,0.00
City of Dream,COD,https://coinmarketcap.com/currencies/city-of-dream/,0.00
UXD Protocol,UXP,https://coinmarketcap.com/currencies/uxd-protocol/,0.07
DSYS,DSYS,https://coinmarketcap.com/currencies/dsys/,0.00
The Everlasting Parachain,ELP,https://coinmarketcap.com/currencies/the-everlasting-parachain/,0.28
Wrapped Moonriver,WMOVR,https://coinmarketcap.com/currencies/wrapped-moonriver/,52.13
Thoreum V2,THOREUM,https://coinmarketcap.com/currencies/thoreum-v2/,0.63
Myōbu,MYOBU,https://coinmarketcap.com/currencies/myobu/,0.00
Folder Protocol,FOL,https://coinmarketcap.com/currencies/folder-protocol/,0.04
Dappsy,APP,https://coinmarketcap.com/currencies/dappsy/,0.01
HUSH,HUSH,https://coinmarketcap.com/currencies/hush-network/,0.00
Vanity,VNY,https://coinmarketcap.com/currencies/vanity/,0.00
basis.markets,BASIS,https://coinmarketcap.com/currencies/basis-markets/,0.08
ZYX,ZYX,https://coinmarketcap.com/currencies/zyx/,0.04
Ninja Fantasy Token,NFS,https://coinmarketcap.com/currencies/ninja-fantasy-token/,0.00
Obsidium,OBS,https://coinmarketcap.com/currencies/obsidium/,0.02
Medican Coin,MCAN,https://coinmarketcap.com/currencies/medican-coin/,0.03
MM Token,MM,https://coinmarketcap.com/currencies/mm-token/,1.76
Magic Beasties,BSTS,https://coinmarketcap.com/currencies/magic-beasties/,0.00
Demeter,DUSD,https://coinmarketcap.com/currencies/demeter-usd/,0.82
SafuFide,SAFEST,https://coinmarketcap.com/currencies/safufide/,0.00
Metaseer,METAS,https://coinmarketcap.com/currencies/metaseer/,0.02
Beast NFT Token,BNFT,https://coinmarketcap.com/currencies/beast-nft-token/,0.00
Wrapped LEO,WLEO,https://coinmarketcap.com/currencies/wrapped-leo/,0.17
Frenchie Network,FREN,https://coinmarketcap.com/currencies/frenchie-network/,0.00
Metapplay,METAP,https://coinmarketcap.com/currencies/metapplay/,0.07
HappyLand Reward,HPW,https://coinmarketcap.com/currencies/happyland/,0.01
PathFundV2,PATH,https://coinmarketcap.com/currencies/pathfundv2/,0.02
MoonWay,MOONWAY,https://coinmarketcap.com/currencies/moonway/,0.00
Milky Token,MILKY,https://coinmarketcap.com/currencies/milky-token/,0.00
Oly Sport,OLY,https://coinmarketcap.com/currencies/oly-sport/,0.03
XR Shiba Inu,XRSHIB,https://coinmarketcap.com/currencies/xr-shiba-inu/,0.00
eFin Decentralized,WEFIN,https://coinmarketcap.com/currencies/efin-decentralized/,0.00
DogeFather,FATHER,https://coinmarketcap.com/currencies/dogefather-token/,0.00
Black Eye Galaxy,BYG,https://coinmarketcap.com/currencies/black-eye-galaxy/,0.00
Baby Bali,BB,https://coinmarketcap.com/currencies/baby-bali/,0.00
Food Farmer Finance,FFF,https://coinmarketcap.com/currencies/food-farmer-finance/,0.00
Aqua Pig,AQUAPIG,https://coinmarketcap.com/currencies/aqua-pig/,0.00
Whole Network,NODE,https://coinmarketcap.com/currencies/whole-network/,0.00
Lydia Finance,LYD,https://coinmarketcap.com/currencies/lydia-finance/,0.00
Ticket Finance,TICKET,https://coinmarketcap.com/currencies/ticket-finance/,0.00
ORE Token,ORE,https://coinmarketcap.com/currencies/ore-token/,0.00
Tanks For Playing,TANKS,https://coinmarketcap.com/currencies/tanks-for-playing/,0.00
KingSpeed,KSC,https://coinmarketcap.com/currencies/kingspeed/,0.02
CryptoBlast,CBT,https://coinmarketcap.com/currencies/cryptoblast/,0.00
PlayPoseidon NFT,PPP,https://coinmarketcap.com/currencies/playposeidon-nft/,0.07
Leonidas Token,LEONIDAS,https://coinmarketcap.com/currencies/leonidas-token/,0.00
MetaGameHub DAO,MGH,https://coinmarketcap.com/currencies/metagamehub-dao/,0.02
IZE,IZE,https://coinmarketcap.com/currencies/ize/,0.01
impactMarket,PACT,https://coinmarketcap.com/currencies/impactmarket/,0.00
Jswap.Finance,JF,https://coinmarketcap.com/currencies/jswap-finance/,0.25
Virgo,VGO,https://coinmarketcap.com/currencies/virgo/,0.24
Code 7,CODE7,https://coinmarketcap.com/currencies/code7/,0.37
Sharity,$SHARI,https://coinmarketcap.com/currencies/sharity/,0.00
Xtra Fund,XTRA,https://coinmarketcap.com/currencies/xtra-fund/,0.00
Astronaut,NAUT,https://coinmarketcap.com/currencies/astronaut/,0.13
Spark Finance,SPARK,https://coinmarketcap.com/currencies/spark-finance/,0.00
Green Chart,GREEN,https://coinmarketcap.com/currencies/green-chart/,0.00
MCFinance,MCF,https://coinmarketcap.com/currencies/mcfinance/,0.02
KoaKombat,KOACOMBAT,https://coinmarketcap.com/currencies/koakombat/,0.00
Shield Network,SHIELDNET,https://coinmarketcap.com/currencies/shield-network/,0.00
Exotix,EXOTIX,https://coinmarketcap.com/currencies/exotix/,0.00
Wealthy Habits,WHB,https://coinmarketcap.com/currencies/wealthy-habits/,0.01
Kingdom Karnage,KKT,https://coinmarketcap.com/currencies/kingdom-karnage/,0.01
Stay In Destiny World,SIW,https://coinmarketcap.com/currencies/stay-in-destiny-world/,0.02
DuckDuck,DUCK,https://coinmarketcap.com/currencies/duckduck/,499.98
Trendsy,TRNDZ,https://coinmarketcap.com/currencies/trendsy/,0.00
Pika,PIKA,https://coinmarketcap.com/currencies/pika/,0.00
Eroverse,ERO,https://coinmarketcap.com/currencies/eroverse/,0.00
WatchDO,WDO,https://coinmarketcap.com/currencies/watchdo/,0.00
Rich DAO,RICH,https://coinmarketcap.com/currencies/rich-dao/,1.53
Fortune,FORTUNE,https://coinmarketcap.com/currencies/fortune/,0.00
Yooshiba Inu,$YSHIBAINU,https://coinmarketcap.com/currencies/yooshiba-inu/,0.00
Matrix Protocol,MTX,https://coinmarketcap.com/currencies/matrix-protocol/,0.00
Exp,EXP,https://coinmarketcap.com/currencies/exp/,0.29
Abell Coin,ABC,https://coinmarketcap.com/currencies/abell-coin/,0.00
BODA Token,BODAV2,https://coinmarketcap.com/currencies/boda-token/,0.00
Crystl Finance,CRYSTL,https://coinmarketcap.com/currencies/polycrystal-finance/,0.10
Light DeFi,LIGHT,https://coinmarketcap.com/currencies/light-defi/,0.00
Flits,FLS,https://coinmarketcap.com/currencies/flits/,0.40
EverReflect,EVRF,https://coinmarketcap.com/currencies/everreflect/,0.00
CroxSwap,CROX,https://coinmarketcap.com/currencies/croxswap/,0.02
Hummingbird Finance,HMNG,https://coinmarketcap.com/currencies/hummingbird-finance/,0.00
MetaDubai,MDB,https://coinmarketcap.com/currencies/metadubai/,0.00
CoinScan,SCAN,https://coinmarketcap.com/currencies/coinscan/,0.00
GameStation,GAMER,https://coinmarketcap.com/currencies/gamestation/,0.03
Tigerfinance,TIGER,https://coinmarketcap.com/currencies/tigerfinance/,0.02
Cowboy Snake,COWS,https://coinmarketcap.com/currencies/cowboy-snake/,0.02053
Shiba Heist,HEIST,https://coinmarketcap.com/currencies/shiba-heist/,0.0001864
iDeFiYieldProtocol,IDYP,https://coinmarketcap.com/currencies/idefiyieldprotocol/,0.01381
Channels,CAN,https://coinmarketcap.com/currencies/channels/,0.00106
Sishi Finance,SISHI,https://coinmarketcap.com/currencies/sishi-finance/,0.02169
Goose Loki Cat,GCAT,https://coinmarketcap.com/currencies/goose-loki-cat/,0.0...02924
3X Long Altcoin Index Token,ALTBULL,https://coinmarketcap.com/currencies/3x-long-altcoin-index-token/,3.05
Metacoin,MTC,https://coinmarketcap.com/currencies/metacoin/,0.1432
Onyx,ONYX,https://coinmarketcap.com/currencies/onyx/,0.002104
Solbank Token,SBNK,https://coinmarketcap.com/currencies/solbank-token/,0.002737
BlackDragon,BDT,https://coinmarketcap.com/currencies/blackdragon/,3.79
Helkin,HK,https://coinmarketcap.com/currencies/helkin/,4.04
FantasyToken,FTS,https://coinmarketcap.com/currencies/fantasytoken/,0.00
Creature Hunters,CHTS,https://coinmarketcap.com/currencies/creature-hunters/,0.07
Xeta Reality,XETA,https://coinmarketcap.com/currencies/xeta-reality/,0.00
CLIMB TOKEN FINANCE,CLIMB,https://coinmarketcap.com/currencies/climb-token-finance/,0.59
Brainiac Farm,BRAINS,https://coinmarketcap.com/currencies/brainiac-farm/,0.00
Transient,TSCT,https://coinmarketcap.com/currencies/transient/,0.01
Blox Token,BLOX,https://coinmarketcap.com/currencies/blox-token/,0.24
Webfour,WEBFOUR,https://coinmarketcap.com/currencies/webfour/,0.00
NFT4Play,4PLAY,https://coinmarketcap.com/currencies/nft4play/,0.00
LPI DAO,LPI,https://coinmarketcap.com/currencies/lpi-dao/,0.07
Parasol Finance,PSOL,https://coinmarketcap.com/currencies/parasol-finance/,0.08
Chain Pet,CPET,https://coinmarketcap.com/currencies/chain-pet/,0.00
TAPME Token,TAP,https://coinmarketcap.com/currencies/taptoken/,0.00
pSTAKE Staked ATOM,STKATOM,https://coinmarketcap.com/currencies/pstake/,23.05
Draken,DRK,https://coinmarketcap.com/currencies/draken/,0.00
Doge Protocol,DOGEP,https://coinmarketcap.com/currencies/doge-protocol/,0.00
TranslateMe Network Token,TMN,https://coinmarketcap.com/currencies/translateme-network-token/,0.00
FEG Wrapped USDT,fUSDT,https://coinmarketcap.com/currencies/feg-wrapped-usdt/,1.00
Exodia,EXOD,https://coinmarketcap.com/currencies/exodia/,46.99
POTENT,PTT,https://coinmarketcap.com/currencies/potent/,0.01
Vanspor Token,VAN,https://coinmarketcap.com/currencies/vanspor-token/,0.13
Moma Protocol,MOMAT,https://coinmarketcap.com/currencies/moma-protocol/,0.02
ZeroHybrid Network,ZHT,https://coinmarketcap.com/currencies/zerohybrid-network/,0.00
Pokmonsters,POK,https://coinmarketcap.com/currencies/pokmonsters/,0.00
EpicHero 3D NFT,EPICHERO,https://coinmarketcap.com/currencies/epichero-3d-nft/,0.01
Clash Of Cars,CLASH,https://coinmarketcap.com/currencies/clash-of-cars/,0.02
Magic Of Universe,CRA,https://coinmarketcap.com/currencies/magic-of-universe-cra/,0.01
Block Monsters,MNSTRS,https://coinmarketcap.com/currencies/block-monsters/,0.01
American Shiba,USHIBA,https://coinmarketcap.com/currencies/american-shiba/,0.00
TeddyDog,TDG,https://coinmarketcap.com/currencies/teddydog/,0.00
MetaAir,MAIR,https://coinmarketcap.com/currencies/metaair/,0.00
Kally,KALLY,https://coinmarketcap.com/currencies/polkally/,0.02
ABCC Token,AT,https://coinmarketcap.com/currencies/abcc-token/,0.04
Shib Generating,SHG,https://coinmarketcap.com/currencies/shib-generating/,0.00
Fino DAO,FINO,https://coinmarketcap.com/currencies/fino-dao/,0.00
SafeEarth,SAFEEARTH,https://coinmarketcap.com/currencies/safeearth/,0.00
WeGro,WEGRO,https://coinmarketcap.com/currencies/wegro-coin/,0.00
Kitty Coin,KITTY,https://coinmarketcap.com/currencies/kitty-coin/,0.00
PayRue (Propel),PROPEL,https://coinmarketcap.com/currencies/payrue-propel/,0.00
UniArts,UART,https://coinmarketcap.com/currencies/uniarts/,0.03
Floki Cat,FCT,https://coinmarketcap.com/currencies/floki-cat/,0.00
TimeCoinProtocol,TMCN,https://coinmarketcap.com/currencies/timecoinprotocol/,0.14
happy birthday coin,HBDC,https://coinmarketcap.com/currencies/happy-birthday-coin/,0.01
Generous Robots DAO,GEAR,https://coinmarketcap.com/currencies/generous-robots-dao/,2.70
Gstcoin,GST,https://coinmarketcap.com/currencies/gstcoin/,0.04
SAFETREES,TREES,https://coinmarketcap.com/currencies/safetrees/,0.00
Mercenary,MGOLD,https://coinmarketcap.com/currencies/mercenary/,0.00
Seeded Network,SEEDED,https://coinmarketcap.com/currencies/seeded-network/,0.02
Changer,CNG,https://coinmarketcap.com/currencies/changer/,0.17
Aquari,AQUARI,https://coinmarketcap.com/currencies/aquari/,0.00
NFTshootout,SHOO,https://coinmarketcap.com/currencies/nftshootout/,0.00
Poseidon Token,POS,https://coinmarketcap.com/currencies/poseidon-token/,0.00
Quidax Token,QDX,https://coinmarketcap.com/currencies/quidax/,0.01
Vconomics - Decentralized Digital Economy,MICS,https://coinmarketcap.com/currencies/vconomics-decentralized-digital-economy/,0.00
Rewards Bunny,RBUNNY,https://coinmarketcap.com/currencies/rewards-bunny/,0.00
Trade Fighter,TDF,https://coinmarketcap.com/currencies/trade-fighter/,0.17
Decentralized Community Investment Protocol,DCIP,https://coinmarketcap.com/currencies/decentralized-community-investment-protocol/,0.00
Bankless DeFi Innovation Index,GMI,https://coinmarketcap.com/currencies/bankless-defi-innovation-index/,54.74
Pagan Gods,FUR,https://coinmarketcap.com/currencies/pagan-gods/,0.00
Scary Chain Capital v2,SCC,https://coinmarketcap.com/currencies/scary-chain-capital-new/,0.00
CHEEBS,CHEE,https://coinmarketcap.com/currencies/cheebs/,0.00
BitDNS,DNS,https://coinmarketcap.com/currencies/bitdns/,0.02
GranX Chain,GRANX,https://coinmarketcap.com/currencies/cranx-chain/,0.05
GenCoin Capital,GENCAP,https://coinmarketcap.com/currencies/gencoin-capital/,0.00
Satozhi,SATOZ,https://coinmarketcap.com/currencies/satozhi/,0.06
Aquarius,AQUA,https://coinmarketcap.com/currencies/aquarius/,0.00
ITAM Games,ITAM,https://coinmarketcap.com/currencies/itam-games/,0.06
Glimpse,GLMS,https://coinmarketcap.com/currencies/glimpse/,0.01
SuperDoge,SUPDOG,https://coinmarketcap.com/currencies/superdoge/,0.00
Bafi Finance,BAFI,https://coinmarketcap.com/currencies/bafi-finance/,2.83
Shiftal,SFL,https://coinmarketcap.com/currencies/shiftal/,0.19
Harambe Protocol,RIPH,https://coinmarketcap.com/currencies/harambe-protocol/,0.00
Baby Bitcoin,BBTC,https://coinmarketcap.com/currencies/baby-bitcoin/,0.00
Meta Farmer Finance,MFF,https://coinmarketcap.com/currencies/meta-farmer-finance/,0.00
Turtles Token,TRTLS,https://coinmarketcap.com/currencies/turtles-token/,0.19
Geckolands,GEC,https://coinmarketcap.com/currencies/geckolands/,0.26
DeHero,HEROES,https://coinmarketcap.com/currencies/dehero/,0.14
Howl City,HWL,https://coinmarketcap.com/currencies/howl-city/,0.00
ANTIS INU,ANTIS,https://coinmarketcap.com/currencies/antis-inu/,0.00
Ecochaintoken,ECT,https://coinmarketcap.com/currencies/ecochaintoken/,0.00
Ferret,FRT,https://coinmarketcap.com/currencies/ferret/,0.00
TMETA,TMT,https://coinmarketcap.com/currencies/tmeta/,0.00
Hodler Heroes NFT,HHNFT,https://coinmarketcap.com/currencies/hodler-heroes-nft/,0.00
Autobusd,ABS,https://coinmarketcap.com/currencies/autobusd/,0.09
Haruno Inu,HARUNO,https://coinmarketcap.com/currencies/haruno-inu/,0.01
Zeus Node Finance,ZEUS,https://coinmarketcap.com/currencies/zeus-node-finance/,4.13
Guarded Ether,GETH,https://coinmarketcap.com/currencies/guarded-ether/,2173.48
CSP DAO,NEBO,https://coinmarketcap.com/currencies/csp-dao/,3.65
OpenStream World,OSW,https://coinmarketcap.com/currencies/openstream-world/,0.0329
Revoluzion,RVZ,https://coinmarketcap.com/currencies/revoluzion/,0.0004063
DeMon Token,DMZ,https://coinmarketcap.com/currencies/dmz-token/,0.2614
Mirror mARKK Token,mARKK,https://coinmarketcap.com/currencies/mirror-markk-token/,60.31
Angel Protocol,HALO,https://coinmarketcap.com/currencies/angel-protocol/,0.04638
Vince chain,VCE,https://coinmarketcap.com/currencies/vince-chain/,0.0006654
ZoomSwap,ZM,https://coinmarketcap.com/currencies/zoomswap/,0.01264
ZenSports,SPORTS,https://coinmarketcap.com/currencies/zensports/,0.00005495
EverETH,EVERETH,https://coinmarketcap.com/currencies/evereth/,0.000000003512
WifeDoge,WIFEDOGE,https://coinmarketcap.com/currencies/wifedoge/,0.0...04072
Teneo,TEN,https://coinmarketcap.com/currencies/teneo/,0.03
TATA Coin,TATA,https://coinmarketcap.com/currencies/tata-coin/,0.03
KSwap,KST,https://coinmarketcap.com/currencies/kswap/,0.00
Scientix,SCIX,https://coinmarketcap.com/currencies/scientix/,0.08
Clam Island,GEM,https://coinmarketcap.com/currencies/clam-island/,0.00
Fantasy Girl,FMEV2,https://coinmarketcap.com/currencies/fantasy-girl-v2/,0.00
Adamant,ADMC,https://coinmarketcap.com/currencies/adamant/,0.00
MintySwap,MINTYS,https://coinmarketcap.com/currencies/mintyswap/,0.03
RickMortyDoxx,RICKMORTYDOXX,https://coinmarketcap.com/currencies/rickmortydoxx/,0.00
The People's Coin,PEEPS,https://coinmarketcap.com/currencies/the-peoples-coin/,0.00
Decentra-Lotto,DELO,https://coinmarketcap.com/currencies/decentra-lotto/,0.00
PinkPanda,PINKPANDA,https://coinmarketcap.com/currencies/pinkpanda/,0.00
Amazon tokenized stock FTX,AMZN,https://coinmarketcap.com/currencies/amazon-tokenized-stock-ftx/,2889.90
Zaddy Inu Token,ZADDY,https://coinmarketcap.com/currencies/zaddy-inu-token/,0.00
RugZombie,ZMBE,https://coinmarketcap.com/currencies/rugzombie/,0.00
ValorFoundation,VALOR,https://coinmarketcap.com/currencies/valorfoundation/,0.01
Nintia Estate,NINTI,https://coinmarketcap.com/currencies/nintia-estate/,0.01
ShibaCorgi,SHICO,https://coinmarketcap.com/currencies/shibacorgi/,0.00
AurusDeFi,AWX,https://coinmarketcap.com/currencies/aurusdefi/,1.10
Immortl,IMRTL,https://coinmarketcap.com/currencies/immortl/,0.00
BecoSwap Token,BECO,https://coinmarketcap.com/currencies/becoswap-token/,0.00
Wolf Town Wool,WTWOOL,https://coinmarketcap.com/currencies/wolf-town-wool/,0.00
Xriba,XRA,https://coinmarketcap.com/currencies/xriba/,0.02
Ark Of The Universe,ARKS,https://coinmarketcap.com/currencies/ark-of-the-universe/,0.00
Camp,CAMP,https://coinmarketcap.com/currencies/camp/,0.00
Squid Moon,SQM,https://coinmarketcap.com/currencies/squid-moon/,0.17
